species,cpi,house sales,gas price,gold price,usd to pound,usd to euro,unemployment,s and p 500,volatility,cpi pdiff,house sales pdiff,gas price pdiff,gold price pdiff,usd to pound pdiff,usd to euro pdiff,unemployment pdiff,s and p 500 pdiff,volatility pdiff
neutral,217.2623256,357.1162791,2.637,1170.25,0.60438,0.670538,9.911627907,1105.65,20.47,0.000472806,-0.014124294,0.002280502,0.034018114,0.010096283,0.001836222,-0.001171783,-0.004205995,-0.086568496
neutral,217.365,352,2.63,1193.5,0.605948,0.666046,9.9,1108.86,21.92,0.000472583,-0.014326648,-0.002654532,0.01986755,0.002594394,-0.006699098,-0.001173158,0.00290327,0.070835369
negative,217.3895652,350.4782609,2.627,1164.25,0.608166,0.673479,9.87826087,1091.94,23.69,0.000113014,-0.004323123,-0.001140684,-0.02450775,0.00366038,0.01115989,-0.002195872,-0.015258915,0.080748175
positive,217.4141304,348.9565217,2.597,1115,0.615194,0.683319,9.856521739,1107.93,21.5,0.000113001,-0.004341893,-0.011419871,-0.042301911,0.011556055,0.014610701,-0.002200704,0.014643662,-0.092444069
neutral,217.4386957,347.4347826,2.5926,1094.25,0.619928,0.697903,9.834782609,1118.02,19.54,0.000112988,-0.004360827,-0.001694263,-0.018609865,0.007695134,0.021342887,-0.002205558,0.009107074,-0.091162791
neutral,217.4632609,345.9130435,2.6186,1103,0.626309,0.695552,9.813043478,1126.2,20.01,0.000112975,-0.004379927,0.010028543,0.007996345,0.010293131,-0.003368663,-0.002210433,0.007316506,0.024053224
neutral,217.466381,344.1428571,2.6822,1125.25,0.61963,0.697428,9.8,1136.52,19.35,1.43E-05,-0.005117432,0.024287787,0.020172257,-0.010664065,0.002697138,-0.001329198,0.009163559,-0.032983508
neutral,217.4373333,342,2.7486,1152.75,0.621944,0.691103,9.8,1136.22,18.25,-0.000133573,-0.00622665,0.024755797,0.024439014,0.003734487,-0.009069037,0,-0.000263964,-0.056847545
positive,217.4082857,339.8571429,2.7322,1134,0.613747,0.695516,9.8,1150.23,17.58,-0.000133591,-0.006265664,-0.005966674,-0.016265452,-0.013179643,0.006385445,0,0.012330359,-0.036712329
negative,217.3792381,337.7142857,2.6962,1090.75,0.619698,0.706717,9.8,1092.17,24.55,-0.000133609,-0.00630517,-0.013176195,-0.03813933,0.009696178,0.01610459,0,-0.050476861,0.396473265
positive,217.3572,338.25,2.6592,1114,0.626869,0.7204,9.805,1103.32,21.48,-0.000101381,0.001586294,-0.013723018,0.021315609,0.011571766,0.019361357,0.000510204,0.010209033,-0.125050916
negative,217.3632,349.5,2.6432,1068,0.640035,0.73141,9.83,1070.52,26,2.76E-05,0.033259424,-0.006016847,-0.041292639,0.021002793,0.015283176,0.00254972,-0.029728456,0.210428305
positive,217.3692,360.75,2.6174,1115.25,0.637889,0.734543,9.855,1094.87,22.25,2.76E-05,0.032188841,-0.009760896,0.044241573,-0.003352942,0.004283507,0.002543235,0.022745955,-0.144230769
neutral,217.3752,372,2.6644,1112,0.646176,0.73474,9.88,1094.6,21.37,2.76E-05,0.031185031,0.017956751,-0.002914145,0.012991288,0.000268194,0.002536783,-0.000246605,-0.039550562
positive,217.3756957,382.7826087,2.7118,1116,0.66225,0.735801,9.9,1118.31,19.06,2.28E-06,0.028985507,0.017790122,0.003597122,0.024875576,0.001444048,0.002024291,0.021660881,-0.108095461
positive,217.3541739,391.6956522,2.7584,1120,0.661122,0.733029,9.9,1140.45,17.92,-9.90E-05,0.023284871,0.017184158,0.003584229,-0.001703284,-0.003767323,0,0.019797731,-0.059811123
positive,217.3326522,400.6086957,2.7942,1113.25,0.661158,0.728518,9.9,1159.46,17.69,-9.90E-05,0.022755023,0.012978538,-0.006026786,5.45E-05,-0.006153918,0,0.016668859,-0.012834821
positive,217.3111304,409.5217391,2.8148,1100.75,0.665682,0.739225,9.9,1174.17,16.35,-9.90E-05,0.022248752,0.007372414,-0.011228385,0.00684254,0.01469696,0,0.01268694,-0.075749011
neutral,217.2896087,418.4347826,2.8036,1109.75,0.669012,0.743625,9.9,1173.27,17.13,-9.90E-05,0.021764519,-0.003978968,0.008176243,0.005002389,0.00595218,0,-0.000766499,0.047706422
positive,217.2843488,413.8372093,2.8324,1124,0.655963,0.741154,9.865116279,1189.44,16.23,-2.42E-05,-0.010987551,0.010272507,0.01284073,-0.019504882,-0.003322911,-0.003523608,0.013781994,-0.052539405
neutral,217.2899302,400.2325581,2.8584,1149.25,0.649548,0.737331,9.806976744,1197.3,16.2,2.57E-05,-0.032874403,0.009179494,0.022464413,-0.009779515,-0.005158172,-0.005893446,0.006608152,-0.001848429
neutral,217.2955116,386.627907,2.8578,1142.5,0.653662,0.742371,9.748837209,1207.17,15.73,2.57E-05,-0.033991865,-0.000209908,-0.005873396,0.006333635,0.006835465,-0.005928385,0.008243548,-0.029012346
negative,217.301093,373.0232558,2.8588,1152.25,0.648284,0.748724,9.690697674,1183.71,22.81,2.57E-05,-0.03518797,0.00034992,0.008533917,-0.008227494,0.008557716,-0.00596374,-0.019433883,0.450095359
neutral,217.3066744,359.4186047,2.8994,1184.25,0.655334,0.754961,9.63255814,1173.6,23.84,2.57E-05,-0.036471322,0.014201763,0.027771751,0.010874863,0.008330172,-0.00599952,-0.008540943,0.045155633
negative,217.3122558,345.8139535,2.8968,1209,0.672216,0.777929,9.574418605,1155.79,28.32,2.57E-05,-0.037851828,-0.000896737,0.020899303,0.02576091,0.030422764,-0.006035732,-0.015175528,0.187919463
negative,217.3178372,332.2093023,2.8484,1215,0.691375,0.810536,9.51627907,1120.8,33.55,2.57E-05,-0.039340955,-0.016708092,0.004962779,0.028501256,0.041915136,-0.006072383,-0.030273666,0.184675141
negative,217.3234186,318.6046512,2.7744,1189.5,0.69201,0.801425,9.458139535,1074.03,34.61,2.57E-05,-0.040952048,-0.025979497,-0.020987654,0.00091846,-0.01124071,-0.006109482,-0.041729122,0.031594635
neutral,217.329,305,2.7274,1219.75,0.690371,0.813629,9.4,1070.71,35.54,2.57E-05,-0.04270073,-0.0169406,0.025430853,-0.002368463,0.015227875,-0.006147037,-0.003091161,0.026870847
neutral,217.4110455,300,2.7202,1248,0.691444,0.836734,9.422727273,1062,33.7,0.000377517,-0.016393443,-0.002639877,0.023160484,0.001554237,0.028397464,0.002417795,-0.008134789,-0.051772651
positive,217.4930909,295,2.7094,1223,0.682249,0.82084,9.445454545,1115.23,25.87,0.000377375,-0.016666667,-0.003970296,-0.020032051,-0.013298257,-0.018995284,0.002411963,0.050122411,-0.232344214
negative,217.5751364,290,2.7458,1235.25,0.674295,0.807211,9.468181818,1095.31,27.05,0.000377232,-0.016949153,0.013434709,0.010016353,-0.0116585,-0.016603723,0.00240616,-0.017861786,0.045612679
negative,217.6571818,285,2.7508,1236,0.66369,0.809864,9.490909091,1041.24,34.13,0.00037709,-0.017241379,0.001820963,0.000607165,-0.015727538,0.003286625,0.002400384,-0.04936502,0.261737523
negative,217.7328864,285.3181818,2.7244,1210.75,0.659649,0.7971,9.5,1028.06,29.65,0.000347816,0.001116427,-0.009597208,-0.020428803,-0.006088686,-0.015760671,0.000957854,-0.012657985,-0.131262819
positive,217.8043636,289.1818182,2.7188,1206.5,0.665085,0.793465,9.5,1095.34,24.56,0.00032828,0.013541501,-0.002055498,-0.003510221,0.008240746,-0.004560281,0,0.065443651,-0.171669477
negative,217.8758409,293.0454545,2.7274,1181.5,0.654597,0.772804,9.5,1083.48,23.93,0.000328172,0.013360578,0.00316316,-0.020721094,-0.015769413,-0.026038956,0,-0.010827688,-0.025651466
positive,217.9473182,296.9090909,2.7462,1184,0.646847,0.773246,9.5,1113.84,23.19,0.000328064,0.013184427,0.006893012,0.002115954,-0.011839345,0.000571943,0,0.028020822,-0.030923527
neutral,218.0187955,300.7727273,2.7446,1184,0.633955,0.763753,9.5,1120.46,22.63,0.000327957,0.01301286,-0.000582623,0,-0.019930525,-0.012276817,0,0.005943403,-0.02414834
neutral,218.0902727,304.6363636,2.7754,1196.75,0.628218,0.753873,9.5,1121.06,22.37,0.000327849,0.0128457,0.011222036,0.010768581,-0.009049538,-0.012936119,0,0.000535494,-0.011489174
negative,218.16175,308.5,2.7368,1226.25,0.640367,0.7817,9.5,1092.54,24.33,0.000327742,0.012682781,-0.013907905,0.024650094,0.019338828,0.036912053,0,-0.025440208,0.087617345
negative,218.2332273,312.3636364,2.6996,1218,0.64343,0.787495,9.5,1051.87,27.46,0.000327634,0.012523943,-0.013592517,-0.006727829,0.004783195,0.00741333,0,-0.037225182,0.12864776
neutral,218.3047045,316.2272727,2.682,1233.5,0.644375,0.785891,9.5,1049.33,26.05,0.000327527,0.012369034,-0.006519484,0.01272578,0.001468691,-0.002036838,0,-0.002414747,-0.051347414
positive,218.4420909,312.2727273,2.6898,1247.25,0.64824,0.775885,9.5,1091.84,23.8,0.000629333,-0.01250539,0.002908277,0.011147142,0.00599806,-0.012732046,0,0.040511565,-0.086372361
positive,218.5959545,306.3636364,2.7214,1253.25,0.64913,0.782665,9.5,1121.1,21.56,0.000704368,-0.018922853,0.011748085,0.004810583,0.001372948,0.008738408,0,0.026798798,-0.094117647
positive,218.7498182,300.4545455,2.7172,1278.75,0.640653,0.765285,9.5,1139.78,22.35,0.000703872,-0.019287834,-0.001543323,0.020347098,-0.013059017,-0.02220618,0,0.016662207,0.036641929
neutral,218.9036818,294.5454545,2.7016,1289,0.631706,0.742034,9.5,1147.7,22.6,0.000703377,-0.019667171,-0.005741204,0.00801564,-0.013965438,-0.030382145,0,0.006948709,0.011185682
positive,219.0412381,290.6190476,2.7494,1325.75,0.632175,0.727741,9.528571429,1160.75,21.76,0.000628387,-0.013330394,0.017693219,0.028510473,0.000742434,-0.019261921,0.003007519,0.011370567,-0.037168142
neutral,219.1543333,289.6666667,2.822,1343.5,0.62763,0.717831,9.6,1169.77,18.93,0.000516319,-0.003277077,0.026405761,0.013388648,-0.007189465,-0.013617482,0.007496252,0.007770838,-0.130055147
neutral,219.2674286,288.7142857,2.8306,1367.75,0.627599,0.717131,9.671428571,1165.9,20.63,0.000516053,-0.003287851,0.003047484,0.01804987,-4.94E-05,-0.00097516,0.007440476,-0.003308343,0.089804543
positive,219.3805238,287.7619048,2.8148,1334,0.636167,0.714758,9.742857143,1185.64,20.22,0.000515787,-0.003298697,-0.005581855,-0.024675562,0.013652029,-0.003309019,0.007385524,0.016931126,-0.01987397
neutral,219.5163182,288.7727273,2.8178,1358,0.62325,0.717063,9.777272727,1193.57,21.57,0.00061899,0.003512704,0.001065795,0.017991004,-0.020304417,0.003224868,0.003532391,0.006688371,0.066765579
positive,219.7429091,297.6363636,2.8704,1416.25,0.618897,0.71508,9.663636364,1213.4,19.08,0.001032228,0.03069416,0.018667045,0.042893962,-0.006984356,-0.002765447,-0.011622501,0.016614023,-0.115438108
negative,219.9695,306.5,2.8888,1363.25,0.620992,0.731653,9.55,1178.34,22.58,0.001031164,0.029780086,0.006410256,-0.037422771,0.003385054,0.023176428,-0.011759172,-0.028894017,0.183438155
neutral,220.1960909,315.3636364,2.872,1361,0.62548,0.730453,9.436363636,1180.73,20.63,0.001030101,0.028918879,-0.005815564,-0.001650468,0.007227146,-0.001640122,-0.011899096,0.002028277,-0.08635961
neutral,220.4226818,324.2272727,2.8764,1375,0.64159,0.756891,9.322727273,1180.55,23.54,0.001029041,0.028106082,0.001532033,0.010286554,0.025756219,0.036193978,-0.012042389,-0.000152448,0.141056714
positive,220.5989091,320.9090909,2.9624,1426,0.635367,0.748367,9.272727273,1223.75,17.99,0.000799497,-0.010234123,0.029898484,0.037090909,-0.009699341,-0.011261859,-0.005363237,0.036593113,-0.235768904
positive,220.7625455,314.5454545,2.9804,1405,0.63298,0.754864,9.238636364,1241.59,17.61,0.000741782,-0.019830028,0.006076154,-0.014726508,-0.003756884,0.008681569,-0.003676471,0.014578141,-0.021122846
positive,220.9261818,308.1818182,2.996,1386,0.644059,0.759769,9.204545455,1254.6,16.49,0.000741232,-0.020231214,0.005234197,-0.013523132,0.017502923,0.006497859,-0.003690037,0.010478499,-0.063600227
neutral,221.0898182,301.8181818,3.0556,1395.833333,0.648283,0.7616,9.170454545,1258.51,17.52,0.000740683,-0.020648968,0.019893191,0.007094757,0.006558405,0.002409943,-0.003703704,0.003116531,0.062462098
neutral,221.2534545,295.4545455,3.0738,1405.5,0.643139,0.749291,9.136363636,1270.2,17.38,0.000740135,-0.021084337,0.005956277,0.006925373,-0.007934806,-0.016162027,-0.003717472,0.009288762,-0.007990868
neutral,221.4170909,289.0909091,3.092,1381,0.643427,0.774597,9.102272727,1274.48,16.89,0.000739588,-0.021538462,0.00592101,-0.017431519,0.000447804,0.03377326,-0.003731343,0.003369548,-0.028193326
positive,221.5807273,282.7272727,3.1052,1368.75,0.629974,0.74951,9.068181818,1295.02,15.87,0.000739041,-0.022012579,0.004269082,-0.008870384,-0.020908355,-0.032387164,-0.003745318,0.016116377,-0.060390764
neutral,221.7443636,276.3636364,3.1082,1326,0.625744,0.73474,9.034090909,1291.18,17.59,0.000738495,-0.022508039,0.000966121,-0.031232877,-0.006714563,-0.019706208,-0.003759398,-0.002965205,0.108380592
positive,221.908,270,3.1072,1337.5,0.629506,0.733753,9,1307.59,17.63,0.00073795,-0.023026316,-0.00032173,0.0086727,0.006012043,-0.001343332,-0.003773585,0.012709305,0.002274019
positive,222.2075,277.5,3.1336,1354,0.620553,0.733135,8.975,1324.57,15.81,0.001349658,0.027777778,0.008496395,0.012336449,-0.014222263,-0.000842245,-0.002777778,0.012985722,-0.103233125
neutral,222.507,285,3.1498,1372.25,0.624302,0.739887,8.95,1328.01,16.37,0.001347839,0.027027027,0.005169773,0.013478582,0.006041386,0.009209764,-0.002785515,0.002597069,0.03542062
neutral,222.8065,292.5,3.2278,1394.5,0.61574,0.730719,8.925,1315.44,20.8,0.001346025,0.026315789,0.024763477,0.016214247,-0.013714516,-0.012391081,-0.002793296,-0.00946529,0.270616982
neutral,223.106,300,3.4104,1414.5,0.619135,0.726066,8.9,1306.33,21.01,0.001344216,0.025641026,0.056571039,0.014342058,0.005513691,-0.006367701,-0.00280112,-0.006925439,0.010096154
positive,223.2740435,302.173913,3.5294,1435,0.615022,0.716918,8.92173913,1321.82,19.82,0.0007532,0.007246377,0.034893268,0.014492754,-0.006643139,-0.012599406,0.002442599,0.011857647,-0.056639695
negative,223.442087,304.3478261,3.566,1407,0.621365,0.717523,8.943478261,1281.87,24.32,0.000752633,0.007194245,0.010370035,-0.019512195,0.010313452,0.00084389,0.002436647,-0.03022348,0.227043391
neutral,223.6101304,306.5217391,3.5688,1425.5,0.615512,0.70918,8.965217391,1293.77,20.21,0.000752067,0.007142857,0.000785193,0.013148543,-0.009419584,-0.011627502,0.002430724,0.009283313,-0.168996711
positive,223.7781739,308.6956522,3.6136,1414,0.624439,0.710707,8.986956522,1319.44,18.16,0.000751502,0.007092199,0.012553239,-0.008067345,0.014503373,0.002153191,0.00242483,0.019841239,-0.101434933
neutral,223.9343953,309.5813953,3.7054,1434.5,0.62013,0.702788,9.004651163,1332.63,17.25,0.000698108,0.002869309,0.025404029,0.014497878,-0.006900594,-0.011142426,0.001968925,0.009996665,-0.050110132
negative,224.0728837,308.5348837,3.8016,1461.25,0.610885,0.691547,9.01627907,1314.16,17.09,0.000618433,-0.003380409,0.025962109,0.018647612,-0.014908164,-0.015994866,0.001291322,-0.013859811,-0.009275362
neutral,224.2113721,307.4883721,3.851,1495,0.61364,0.696321,9.027906977,1312.62,15.83,0.000618051,-0.003391875,0.012994529,0.023096664,0.00450985,0.006903363,0.001289657,-0.001171851,-0.073727326
positive,224.3498605,306.4418605,3.8958,1505,0.605914,0.68636,9.039534884,1347.24,15.62,0.000617669,-0.003403419,0.011633342,0.006688963,-0.012590444,-0.014305184,0.001287996,0.026374731,-0.013265951
neutral,224.4883488,305.3953488,3.9634,1546.5,0.599028,0.674799,9.051162791,1356.62,16.7,0.000617288,-0.003415041,0.01735202,0.027574751,-0.011364649,-0.01684393,0.001286339,0.006962382,0.069142125
neutral,224.6268372,304.3488372,3.964,1517.25,0.609433,0.696937,9.062790698,1357.16,15.91,0.000616907,-0.003426744,0.000151385,-0.018913676,0.017369806,0.032806806,0.001284687,0.000398048,-0.047305389
negative,224.7653256,303.3023256,3.9378,1495.5,0.61578,0.707924,9.074418605,1328.98,17.55,0.000616526,-0.003438527,-0.006609485,-0.014335146,0.010414598,0.015764696,0.001283038,-0.020763948,0.103079824
neutral,224.903814,302.255814,3.838,1520.75,0.617908,0.709541,9.086046512,1316.28,17.82,0.000616147,-0.003450391,-0.025344101,0.016883985,0.00345578,0.002284143,0.001281394,-0.009556201,0.015384615
positive,225.0423023,301.2093023,3.7914,1537,0.606607,0.699539,9.097674419,1345.2,15.45,0.000615767,-0.003462337,-0.01214174,0.010685517,-0.01828913,-0.014096437,0.001279754,0.021971009,-0.132996633
negative,225.1652727,300.0909091,3.7674,1548.4,0.609286,0.683764,9.081818182,1284.94,18.07,0.000546432,-0.00371301,-0.006330116,0.007417046,0.004416368,-0.022550565,-0.001742889,-0.044796313,0.169579288
neutral,225.2843636,298.9545455,3.7008,1519,0.615034,0.696594,9.059090909,1287.87,18.26,0.000528904,-0.003786731,-0.017677974,-0.018987342,0.009433993,0.018763784,-0.002502503,0.002280262,0.010514665
neutral,225.4034545,297.8181818,3.6364,1543,0.618153,0.70016,9.036363636,1295.52,18.86,0.000528625,-0.003801125,-0.017401643,0.015799868,0.005071264,0.005119194,-0.002508781,0.005940041,0.032858708
neutral,225.5225455,296.6818182,3.575,1502.5,0.62666,0.704679,9.013636364,1296.67,19.17,0.000528346,-0.003815629,-0.016884831,-0.02624757,0.013761965,0.006454239,-0.002515091,0.000887674,0.016436903
positive,225.6504762,296.2857143,3.5914,1498.75,0.62188,0.688252,9,1337.88,16.06,0.000567264,-0.001335113,0.004587413,-0.00249584,-0.007627741,-0.023311323,-0.001512859,0.031781409,-0.162232655
negative,225.7916667,297,3.6492,1544.5,0.625123,0.705556,9,1313.64,19.87,0.000625704,0.0024108,0.016094002,0.030525438,0.005214832,0.025141954,0,-0.018118217,0.237235367
neutral,225.9328571,297.7142857,3.6854,1602,0.621127,0.708996,9,1326.73,19.21,0.000625313,0.002405002,0.009919982,0.037228877,-0.006392342,0.004875587,0,0.009964678,-0.033215903
neutral,226.0740476,298.4285714,3.7014,1610,0.613585,0.695997,9,1331.94,20.23,0.000624922,0.002399232,0.004341455,0.004993758,-0.012142444,-0.018334377,0,0.003926948,0.053097345
negative,226.2116087,299.2173913,3.7036,1624,0.609712,0.696024,9,1254.05,24.79,0.000608478,0.002643245,0.00059437,0.008695652,-0.006312084,3.88E-05,0,-0.05847861,0.22540781
negative,226.3346522,300.3043478,3.66,1770,0.610568,0.69985,9,1172.53,35.06,0.000543931,0.003632665,-0.01177233,0.089901478,0.001403942,0.005496937,0,-0.065005383,0.414279952
positive,226.4576957,301.3913043,3.5994,1779,0.613279,0.698782,9,1192.76,32.85,0.000543635,0.003619516,-0.016557377,0.005084746,0.004440128,-0.001526041,0,0.01725329,-0.063034797
negative,226.5807391,302.4782609,3.5902,1886.5,0.607032,0.695025,9,1162.35,36.27,0.00054334,0.003606463,-0.002555982,0.060427206,-0.010186228,-0.005376498,0,-0.025495489,0.104109589
positive,226.7037826,303.5652174,3.6364,1791,0.610575,0.689513,9,1212.92,32.89,0.000543045,0.003593503,0.012868364,-0.050622847,0.005836595,-0.00793065,0,0.043506689,-0.093189964
negative,226.7736512,305.6744186,3.6714,1891,0.61861,0.7064,8.972093023,1165.24,37,0.000308193,0.006948099,0.009624904,0.055834729,0.013159726,0.024491199,-0.003100775,-0.039310095,0.124961995
neutral,226.8080698,308.4651163,3.649,1806,0.630809,0.73431,8.925581395,1172.87,36.91,0.000151775,0.009129641,-0.006101215,-0.044949762,0.019720017,0.039510193,-0.005184033,0.006548007,-0.002432432
positive,226.8424884,311.255814,3.5826,1792,0.635455,0.729311,8.879069767,1202.09,32.86,0.000151752,0.009047045,-0.018196766,-0.007751938,0.007365145,-0.006807751,-0.005211047,0.024913247,-0.109726361
negative,226.876907,314.0465116,3.4938,1671,0.646031,0.74188,8.83255814,1175.38,37.71,0.000151729,0.008965929,-0.024786468,-0.067522321,0.016643193,0.017234074,-0.005238345,-0.022219634,0.147595861
negative,226.9113256,316.8372093,3.4298,1672,0.643419,0.74967,8.786046512,1123.95,40.82,0.000151706,0.008886256,-0.018318164,0.000598444,-0.00404315,0.01050035,-0.005265929,-0.043756062,0.082471493
positive,226.9457442,319.627907,3.4288,1662,0.641076,0.741815,8.739534884,1195.54,32.86,0.000151683,0.008807986,-0.000291562,-0.005980861,-0.003641484,-0.010477944,-0.005293806,0.063695004,-0.19500245
positive,226.9801628,322.4186047,3.4732,1658,0.632882,0.722384,8.693023256,1225.38,31.56,0.00015166,0.008731083,0.012949137,-0.002406739,-0.012781636,-0.026193862,-0.00532198,0.024959433,-0.039561777
neutral,227.0145814,325.2093023,3.46,1656.25,0.62682,0.720193,8.646511628,1229.05,32.22,0.000151637,0.008655511,-0.00380053,-0.001055489,-0.009578405,-0.003033013,-0.005350455,0.002994989,0.020912548
neutral,227.049,328,3.4464,1702,0.621661,0.710925,8.6,1218.28,34.77,0.000151614,0.008581236,-0.003930636,0.027622642,-0.008230433,-0.012868773,-0.005379236,-0.008762866,0.079143389
positive,227.069,330.9545455,3.4264,1794,0.623861,0.72611,8.577272727,1275.92,27.48,8.81E-05,0.009007761,-0.005803157,0.054054054,0.003538906,0.021359496,-0.002642706,0.047312605,-0.209663503
negative,227.089,333.9090909,3.4224,1765,0.624237,0.728596,8.554545455,1257.81,31.22,8.81E-05,0.008927345,-0.001167406,-0.016164994,0.000602698,0.003423724,-0.002649709,-0.01419368,0.136098981
negative,227.109,336.8636364,3.3558,1697.5,0.635183,0.740324,8.531818182,1188.04,31.97,8.81E-05,0.008848353,-0.019460028,-0.038243626,0.017535007,0.016096712,-0.002656748,-0.055469427,0.024023062
neutral,227.129,339.8181818,3.3036,1717,0.64557,0.752159,8.509090909,1195.19,30.64,8.81E-05,0.008770746,-0.015555158,0.011487482,0.016352768,0.015986244,-0.002663825,0.006018316,-0.041601501
positive,227.2130909,342.7045455,3.2892,1720,0.640126,0.745398,8.486363636,1258.47,28.13,0.000370234,0.008493847,-0.004358881,0.001747234,-0.008432858,-0.008988791,-0.00267094,0.052945557,-0.08191906
negative,227.3399091,345.5454545,3.2746,1665,0.639601,0.750496,8.463636364,1225.73,25.41,0.000558146,0.008289674,-0.004438769,-0.031976744,-0.000820151,0.006839299,-0.002678093,-0.026015717,-0.096693921
positive,227.4667273,348.3863636,3.2348,1605,0.644285,0.767679,8.440909091,1241.3,23.22,0.000557835,0.008221521,-0.012154156,-0.036036036,0.007323316,0.022895525,-0.002685285,0.012702634,-0.086186541
positive,227.5935455,351.2272727,3.2662,1591.833333,0.640756,0.765974,8.418181818,1265.43,21.91,0.000557524,0.008154478,0.009706937,-0.008203531,-0.00547739,-0.00222098,-0.002692515,0.019439298,-0.056416882
neutral,227.7203636,354.0681818,3.3156,1590,0.644468,0.772505,8.395454545,1277.06,22.97,0.000557213,0.008088521,0.01512461,-0.001151712,0.005793157,0.008526399,-0.002699784,0.009190552,0.048379735
positive,227.8471818,356.9090909,3.3838,1627,0.648207,0.785995,8.372727273,1292.08,20.69,0.000556903,0.008023622,0.020569429,0.02327044,0.005801684,0.01746267,-0.002707093,0.011761389,-0.099259904
neutral,227.974,359.75,3.3906,1662,0.653086,0.789634,8.35,1293.67,22.2,0.000556593,0.007959755,0.002009575,0.021511985,0.007526917,0.0046298,-0.002714441,0.001230574,0.072982117
positive,228.1008182,362.5909091,3.399,1669,0.642652,0.772816,8.327272727,1314.65,18.91,0.000556284,0.007896898,0.002477438,0.004211793,-0.015976456,-0.021298475,-0.002721829,0.016217428,-0.148198198
neutral,228.2276364,365.4318182,3.4476,1738,0.636589,0.758903,8.304545455,1312.41,19.44,0.000555974,0.007835026,0.014298323,0.041342121,-0.009434344,-0.018002992,-0.002729258,-0.001703876,0.028027499
positive,228.3857619,362.7619048,3.4902,1720,0.633134,0.76267,8.280952381,1347.05,17.67,0.000692841,-0.007306188,0.012356422,-0.010356732,-0.005427364,0.004963744,-0.002840983,0.026394191,-0.091049383
neutral,228.5517143,358.7142857,3.5366,1721,0.633902,0.756377,8.257142857,1350.5,19.54,0.000726632,-0.011157784,0.013294367,0.000581395,0.001213013,-0.008251275,-0.002875216,0.002561152,0.105829089
neutral,228.7176667,354.6666667,3.617,1737,0.630935,0.757722,8.233333333,1362.21,18.19,0.000726104,-0.011283685,0.022733699,0.00929692,-0.004680534,0.001778214,-0.002883506,0.008670863,-0.069089048
neutral,228.883619,350.6190476,3.7354,1774.75,0.630319,0.74423,8.20952381,1372.18,17.95,0.000725577,-0.01141246,0.03273431,0.021732873,-0.000976329,-0.017806003,-0.002891845,0.007318989,-0.013194063
negative,228.9289302,350.3953488,3.8002,1685.5,0.630003,0.757511,8.2,1343.36,20.84,0.000197966,-0.000638011,0.01734754,-0.050288773,-0.000501333,0.01784529,-0.001160093,-0.021003075,0.161002786
positive,228.893814,352.7209302,3.8366,1694.75,0.638568,0.762291,8.2,1395.95,14.73,-0.000153394,0.006637021,0.009578443,0.005487986,0.013595173,0.006310139,0,0.039148106,-0.29318618
neutral,228.8586977,355.0465116,3.8772,1648.5,0.630754,0.758681,8.2,1405.52,15.58,-0.000153417,0.006593262,0.010582286,-0.027290161,-0.012236755,-0.004735724,0,0.006855546,0.057705363
neutral,228.8235814,357.372093,3.9226,1694,0.6296,0.753116,8.2,1412.52,15.57,-0.000153441,0.006550075,0.011709481,0.027600849,-0.001829556,-0.007335099,0,0.004980363,-0.000641849
neutral,228.7884651,359.6976744,3.9406,1674.75,0.626087,0.749647,8.2,1413.38,15.66,-0.000153464,0.006507451,0.004588793,-0.011363636,-0.005579733,-0.004606196,0,0.000608841,0.005780347
negative,228.7533488,362.0232558,3.9356,1643.75,0.630147,0.764157,8.2,1358.59,20.39,-0.000153488,0.006465378,-0.001268842,-0.018510225,0.006484722,0.019355777,0,-0.038765229,0.302043423
positive,228.7182326,364.3488372,3.9116,1652,0.62972,0.765604,8.2,1390.78,18.46,-0.000153512,0.006423845,-0.006098181,0.005019011,-0.00067762,0.00189359,0,0.023693682,-0.094654242
negative,228.6831163,366.6744186,3.862,1638.75,0.620579,0.758815,8.2,1371.97,18.1,-0.000153535,0.006382843,-0.012680233,-0.008020581,-0.014515975,-0.008867509,0,-0.013524785,-0.019501625
positive,228.648,369,3.822,1661.25,0.614964,0.755141,8.2,1405.82,16.6,-0.000153559,0.006342361,-0.010357328,0.013729977,-0.009048002,-0.00484176,0,0.024672551,-0.082872928
negative,228.708,367.0434783,3.7828,1627,0.619135,0.766898,8.2,1363.72,19.05,0.000262412,-0.005302227,-0.01025641,-0.020617005,0.006782511,0.015569278,0,-0.029946935,0.147590361
negative,228.768,365.0869565,3.7462,1559,0.622119,0.775998,8.2,1330.66,21.97,0.000262343,-0.00533049,-0.009675373,-0.041794714,0.004819627,0.011865985,0,-0.024242513,0.15328084
negative,228.828,363.1304348,3.706,1575.75,0.632245,0.782749,8.2,1316.63,22.48,0.000262274,-0.005359057,-0.010730874,0.010744067,0.016276629,0.008699765,0,-0.01054364,0.023213473
positive,228.888,361.173913,3.6586,1573.75,0.637685,0.796546,8.2,1332.42,21.03,0.000262206,-0.005387931,-0.01279007,-0.001269237,0.008604259,0.01762634,0,0.011992739,-0.064501779
negative,228.9752558,360.6511628,3.6048,1606.333333,0.650712,0.804283,8.195348837,1285.5,24.68,0.000381216,-0.001447364,-0.014705078,0.020704263,0.020428582,0.009713187,-0.000567215,-0.035214122,0.173561579
